HLLG #,Read bibliography
4109,"Sebastián Rascón Marqués, La ciudad hispanorromana de Complutum, Cuadernos del Juncal 2 (Alcalá de Henares: Ayuntamiento de Alcalá de Henares, 1995), 75-76"
4110,"Sebastián Rascón Marqués, La ciudad hispanorromana de Complutum, Cuadernos del Juncal 2 (Alcalá de Henares: Ayuntamiento de Alcalá de Henares, 1995), 77-79"
4111,"Sebastián Rascón Marqués, La ciudad hispanorromana de Complutum, Cuadernos del Juncal 2 (Alcalá de Henares: Ayuntamiento de Alcalá de Henares, 1995), 85-87

"
4112,"Agustí Ribera and Joaquim Bolufer, “La romanización en la comarca de la Vall d’Albaida. València,"" in Actes del 3er Congresso de Arqueologia Peninsular, vol. VI (Porto, 2000), 197-214, at 198

Agustí Ribera, Joaquim Bolufer Marqués, and Vicent Llin, ""Les restes romanes de Ca Pastor. (Fontanars dels Alforins),"" Almaig 6 (1990), 31-36 "
4113,"Agustí Ribera and Joaquim Bolufer, “La romanización en la comarca de la Vall d’Albaida. València,"" in Actes del 3er Congresso de Arqueologia Peninsular, vol. VI (Porto, 2000), 197-214, at 198"
4114,"Agustí Ribera and Joaquim Bolufer, “La romanización en la comarca de la Vall d’Albaida. València,"" in Actes del 3er Congresso de Arqueologia Peninsular, vol. VI (Porto, 2000), 197-214, at 198"
4115,"Agustí Ribera and Joaquim Bolufer, “La romanización en la comarca de la Vall d’Albaida. València,"" in Actes del 3er Congresso de Arqueologia Peninsular, vol. VI (Porto, 2000), 197-214, at 199"
4116,"Agustí Ribera and Joaquim Bolufer, “La romanización en la comarca de la Vall d’Albaida. València,"" in Actes del 3er Congresso de Arqueologia Peninsular, vol. VI (Porto, 2000), 197-214, at 199"
4117,"Agustí Ribera and Joaquim Bolufer, “La romanización en la comarca de la Vall d’Albaida. València,"" in Actes del 3er Congresso de Arqueologia Peninsular, vol. VI (Porto, 2000), 197-214, at 199"
4118,"Agustí Ribera and Joaquim Bolufer, “La romanización en la comarca de la Vall d’Albaida. València,"" in Actes del 3er Congresso de Arqueologia Peninsular, vol. VI (Porto, 2000), 197-214, at 199"
4119,"Agustí Ribera and Joaquim Bolufer, “La romanización en la comarca de la Vall d’Albaida. València,"" in Actes del 3er Congresso de Arqueologia Peninsular, vol. VI (Porto, 2000), 197-214, at 199"
4120,"Agustí Ribera and Joaquim Bolufer, “La romanización en la comarca de la Vall d’Albaida. València,"" in Actes del 3er Congresso de Arqueologia Peninsular, vol. VI (Porto, 2000), 197-214, at 199"
4121,"Agustí Ribera and Joaquim Bolufer, “La romanización en la comarca de la Vall d’Albaida. València,"" in Actes del 3er Congresso de Arqueologia Peninsular, vol. VI (Porto, 2000), 197-214, at 199"
4122,"Agustí Ribera and Joaquim Bolufer, “La romanización en la comarca de la Vall d’Albaida. València,"" in Actes del 3er Congresso de Arqueologia Peninsular, vol. VI (Porto, 2000), 197-214, at 199"
4123,"Agustí Ribera and Joaquim Bolufer, “La romanización en la comarca de la Vall d’Albaida. València,"" in Actes del 3er Congresso de Arqueologia Peninsular, vol. VI (Porto, 2000), 197-214, at 199"
4124,
4125,"Agustí Ribera and Joaquim Bolufer, “La romanización en la comarca de la Vall d’Albaida. València,"" in Actes del 3er Congresso de Arqueologia Peninsular, vol. VI (Porto, 2000), 197-214, at 199"
4126,"Agustí Ribera and Joaquim Bolufer, “La romanización en la comarca de la Vall d’Albaida. València,"" in Actes del 3er Congresso de Arqueologia Peninsular, vol. VI (Porto, 2000), 197-214, at 199"
4127,"Agustí Ribera and Joaquim Bolufer, “La romanización en la comarca de la Vall d’Albaida. València,"" in Actes del 3er Congresso de Arqueologia Peninsular, vol. VI (Porto, 2000), 197-214, at 200"
4128,"Agustí Ribera and Joaquim Bolufer, “La romanización en la comarca de la Vall d’Albaida. València,"" in Actes del 3er Congresso de Arqueologia Peninsular, vol. VI (Porto, 2000), 197-214, at 200"
4129,"Agustí Ribera and Joaquim Bolufer, “La romanización en la comarca de la Vall d’Albaida. València,"" in Actes del 3er Congresso de Arqueologia Peninsular, vol. VI (Porto, 2000), 197-214, at 200"
4130,"Agustí Ribera and Joaquim Bolufer, “La romanización en la comarca de la Vall d’Albaida. València,"" in Actes del 3er Congresso de Arqueologia Peninsular, vol. VI (Porto, 2000), 197-214, at 200"
4131,"Agustí Ribera and Joaquim Bolufer, “La romanización en la comarca de la Vall d’Albaida. València,"" in Actes del 3er Congresso de Arqueologia Peninsular, vol. VI (Porto, 2000), 197-214, at 200"
4132,"Agustí Ribera and Joaquim Bolufer, “La romanización en la comarca de la Vall d’Albaida. València,"" in Actes del 3er Congresso de Arqueologia Peninsular, vol. VI (Porto, 2000), 197-214, at 200

Agustí Ribera, Josep Pascual Beneyto, and Alfred Sanchis, ""La Cova de L'Olivaret (Bocairent). Nou jaciment del Neolític antic,""Alba 22/23 (date?), 110-123"
4133,"Agustí Ribera and Joaquim Bolufer, “La romanización en la comarca de la Vall d’Albaida. València,"" in Actes del 3er Congresso de Arqueologia Peninsular, vol. VI (Porto, 2000), 197-214, at 200

Agustí Ribera, Josep Pascual Beneyto, and Alfred Sanchis, ""La Cova de L'Olivaret (Bocairent). Nou jaciment del Neolític antic,""Alba 22/23 (date?), 110-123"
4134,"Agustí Ribera and Joaquim Bolufer, “La romanización en la comarca de la Vall d’Albaida. València,"" in Actes del 3er Congresso de Arqueologia Peninsular, vol. VI (Porto, 2000), 197-214, at 200

Agustí Ribera, Joaquim Bolufer, Josep Pascual, and
J. D. Boronat, ""Puentes de probable cronología califal o taifa, en Bocairent (La Vall d’Albaida, Valencia),"" Arqueología y territorio medieval 10.1 (2003), 31-55"
4135,"Agustí Ribera and Joaquim Bolufer, “La romanización en la comarca de la Vall d’Albaida. València,"" in Actes del 3er Congresso de Arqueologia Peninsular, vol. VI (Porto, 2000), 197-214, at 200"
4136,"Agustí Ribera and Joaquim Bolufer, “La romanización en la comarca de la Vall d’Albaida. València,"" in Actes del 3er Congresso de Arqueologia Peninsular, vol. VI (Porto, 2000), 197-214, at 200"
4137,"Agustí Ribera and Joaquim Bolufer, “La romanización en la comarca de la Vall d’Albaida. València,"" in Actes del 3er Congresso de Arqueologia Peninsular, vol. VI (Porto, 2000), 197-214, at 200"
4138,"Agustí Ribera and Joaquim Bolufer, “La romanización en la comarca de la Vall d’Albaida. València,"" in Actes del 3er Congresso de Arqueologia Peninsular, vol. VI (Porto, 2000), 197-214, at 200"
4139,"Agustí Ribera and Joaquim Bolufer, “La romanización en la comarca de la Vall d’Albaida. València,"" in Actes del 3er Congresso de Arqueologia Peninsular, vol. VI (Porto, 2000), 197-214, at 200"
4140,"Agustí Ribera and Joaquim Bolufer, “La romanización en la comarca de la Vall d’Albaida. València,"" in Actes del 3er Congresso de Arqueologia Peninsular, vol. VI (Porto, 2000), 197-214, at 201"
4141,"Agustí Ribera and Joaquim Bolufer, “La romanización en la comarca de la Vall d’Albaida. València,"" in Actes del 3er Congresso de Arqueologia Peninsular, vol. VI (Porto, 2000), 197-214, at 201"
4142,"Agustí Ribera and Joaquim Bolufer, “La romanización en la comarca de la Vall d’Albaida. València,"" in Actes del 3er Congresso de Arqueologia Peninsular, vol. VI (Porto, 2000), 197-214, at 201"
4143,"Agustí Ribera and Joaquim Bolufer, “La romanización en la comarca de la Vall d’Albaida. València,"" in Actes del 3er Congresso de Arqueologia Peninsular, vol. VI (Porto, 2000), 197-214, at 201"
4144,"Agustí Ribera and Joaquim Bolufer, “La romanización en la comarca de la Vall d’Albaida. València,"" in Actes del 3er Congresso de Arqueologia Peninsular, vol. VI (Porto, 2000), 197-214, at 201"
4145,"Agustí Ribera and Joaquim Bolufer, “La romanización en la comarca de la Vall d’Albaida. València,"" in Actes del 3er Congresso de Arqueologia Peninsular, vol. VI (Porto, 2000), 197-214, at 201"
4146,"Agustí Ribera and Joaquim Bolufer, “La romanización en la comarca de la Vall d’Albaida. València,"" in Actes del 3er Congresso de Arqueologia Peninsular, vol. VI (Porto, 2000), 197-214, at 201"
4147,"Agustí Ribera and Joaquim Bolufer, “La romanización en la comarca de la Vall d’Albaida. València,"" in Actes del 3er Congresso de Arqueologia Peninsular, vol. VI (Porto, 2000), 197-214, at 201"
4148,"Agustí Ribera and Joaquim Bolufer, “La romanización en la comarca de la Vall d’Albaida. València,"" in Actes del 3er Congresso de Arqueologia Peninsular, vol. VI (Porto, 2000), 197-214, at 201"
4149,"Agustí Ribera and Joaquim Bolufer, “La romanización en la comarca de la Vall d’Albaida. València,"" in Actes del 3er Congresso de Arqueologia Peninsular, vol. VI (Porto, 2000), 197-214, at 202"
4150,"Agustí Ribera and Joaquim Bolufer, “La romanización en la comarca de la Vall d’Albaida. València,"" in Actes del 3er Congresso de Arqueologia Peninsular, vol. VI (Porto, 2000), 197-214, at 202"
4151,"Agustí Ribera and Joaquim Bolufer, “La romanización en la comarca de la Vall d’Albaida. València,"" in Actes del 3er Congresso de Arqueologia Peninsular, vol. VI (Porto, 2000), 197-214, at 202"
4152,"Agustí Ribera and Joaquim Bolufer, “La romanización en la comarca de la Vall d’Albaida. València,"" in Actes del 3er Congresso de Arqueologia Peninsular, vol. VI (Porto, 2000), 197-214, at 202"
4153,"Agustí Ribera and Joaquim Bolufer, “La romanización en la comarca de la Vall d’Albaida. València,"" in Actes del 3er Congresso de Arqueologia Peninsular, vol. VI (Porto, 2000), 197-214, at 202"
4154,"Agustí Ribera and Joaquim Bolufer, “La romanización en la comarca de la Vall d’Albaida. València,"" in Actes del 3er Congresso de Arqueologia Peninsular, vol. VI (Porto, 2000), 197-214, at 202"
4155,"Agustí Ribera and Joaquim Bolufer, “La romanización en la comarca de la Vall d’Albaida. València,"" in Actes del 3er Congresso de Arqueologia Peninsular, vol. VI (Porto, 2000), 197-214, at 202"
4156,"Agustí Ribera and Joaquim Bolufer, “La romanización en la comarca de la Vall d’Albaida. València,"" in Actes del 3er Congresso de Arqueologia Peninsular, vol. VI (Porto, 2000), 197-214, at 202"
4157,"Agustí Ribera and Joaquim Bolufer, “La romanización en la comarca de la Vall d’Albaida. València,"" in Actes del 3er Congresso de Arqueologia Peninsular, vol. VI (Porto, 2000), 197-214, at 202"
4158,"Agustí Ribera and Joaquim Bolufer, “La romanización en la comarca de la Vall d’Albaida. València,"" in Actes del 3er Congresso de Arqueologia Peninsular, vol. VI (Porto, 2000), 197-214, at 202"
4159,"Agustí Ribera and Joaquim Bolufer, “La romanización en la comarca de la Vall d’Albaida. València,"" in Actes del 3er Congresso de Arqueologia Peninsular, vol. VI (Porto, 2000), 197-214, at 203"
4160,"Agustí Ribera and Joaquim Bolufer, “La romanización en la comarca de la Vall d’Albaida. València,"" in Actes del 3er Congresso de Arqueologia Peninsular, vol. VI (Porto, 2000), 197-214, at 203

Agustí Ribera, Joaquim Bolufer, and Ignacio Hortelano, ""Algunas evidencias de la producción de vino y aceite en época romana en la comarca de la Vall d’Albaida (Valencia),"" AnMurcia, 27-28 (2011-2012), 261-272: 264

"
4161,"Agustí Ribera and Joaquim Bolufer, “La romanización en la comarca de la Vall d’Albaida. València,"" in Actes del 3er Congresso de Arqueologia Peninsular, vol. VI (Porto, 2000), 197-214, at 203"
4162,"Agustí Ribera and Joaquim Bolufer, “La romanización en la comarca de la Vall d’Albaida. València,"" in Actes del 3er Congresso de Arqueologia Peninsular, vol. VI (Porto, 2000), 197-214, at 203"
4163,"Agustí Ribera and Joaquim Bolufer, “La romanización en la comarca de la Vall d’Albaida. València,"" in Actes del 3er Congresso de Arqueologia Peninsular, vol. VI (Porto, 2000), 197-214, at 203"
4164,"Agustí Ribera and Joaquim Bolufer, “La romanización en la comarca de la Vall d’Albaida. València,"" in Actes del 3er Congresso de Arqueologia Peninsular, vol. VI (Porto, 2000), 197-214, at 203"
4165,"Agustí Ribera and Joaquim Bolufer, “La romanización en la comarca de la Vall d’Albaida. València,"" in Actes del 3er Congresso de Arqueologia Peninsular, vol. VI (Porto, 2000), 197-214, at 203"
4166,"Agustí Ribera and Joaquim Bolufer, “La romanización en la comarca de la Vall d’Albaida. València,"" in Actes del 3er Congresso de Arqueologia Peninsular, vol. VI (Porto, 2000), 197-214, at 203"
4169,"Agustí Ribera and Joaquim Bolufer, “La romanización en la comarca de la Vall d’Albaida. València,"" in Actes del 3er Congresso de Arqueologia Peninsular, vol. VI (Porto, 2000), 197-214, at 203"
4172,"Agustí Ribera and Joaquim Bolufer, “La romanización en la comarca de la Vall d’Albaida. València,"" in Actes del 3er Congresso de Arqueologia Peninsular, vol. VI (Porto, 2000), 197-214, at 203"
4173,
4175,"Agustí Ribera and Joaquim Bolufer, “La romanización en la comarca de la Vall d’Albaida. València,"" in Actes del 3er Congresso de Arqueologia Peninsular, vol. VI (Porto, 2000), 197-214, at 204"
4176,"Agustí Ribera and Joaquim Bolufer, “La romanización en la comarca de la Vall d’Albaida. València,"" in Actes del 3er Congresso de Arqueologia Peninsular, vol. VI (Porto, 2000), 197-214, at 204"
4177,"Agustí Ribera and Joaquim Bolufer, “La romanización en la comarca de la Vall d’Albaida. València,"" in Actes del 3er Congresso de Arqueologia Peninsular, vol. VI (Porto, 2000), 197-214, at 204"
4178,"Agustí Ribera and Joaquim Bolufer, “La romanización en la comarca de la Vall d’Albaida. València,"" in Actes del 3er Congresso de Arqueologia Peninsular, vol. VI (Porto, 2000), 197-214, at 204"
4179,"Agustí Ribera and Joaquim Bolufer, “La romanización en la comarca de la Vall d’Albaida. València,"" in Actes del 3er Congresso de Arqueologia Peninsular, vol. VI (Porto, 2000), 197-214, at 204"
4180,"Agustí Ribera and Joaquim Bolufer, “La romanización en la comarca de la Vall d’Albaida. València,"" in Actes del 3er Congresso de Arqueologia Peninsular, vol. VI (Porto, 2000), 197-214, at 204"
4181,"Agustí Ribera and Joaquim Bolufer, “La romanización en la comarca de la Vall d’Albaida. València,"" in Actes del 3er Congresso de Arqueologia Peninsular, vol. VI (Porto, 2000), 197-214, at 204"
4182,"Agustí Ribera and Joaquim Bolufer, “La romanización en la comarca de la Vall d’Albaida. València,"" in Actes del 3er Congresso de Arqueologia Peninsular, vol. VI (Porto, 2000), 197-214, at 204"
4183,"Agustí Ribera and Joaquim Bolufer, “La romanización en la comarca de la Vall d’Albaida. València,"" in Actes del 3er Congresso de Arqueologia Peninsular, vol. VI (Porto, 2000), 197-214, at 204"
4184,"Josep María Nolla Brufao, ""Ciudades, torres, y castella: La defensa de la Vía Augustia,"" in Las fortificaciones en la tardoantigüedad. Élites y articulación del territorio (sglos V-VIII d. C.), ed. Raúl Catalán, Patricia Fuentes, and José Carlos Sastre (Madrid: La Ergastula, 2014), 43-56

Víctor Lluís Pérez Garcia, ""Late Roman and Visigothic Military Fortifications in Conventus Tarraconensis (Hispania): The Organization of Border Defence,"" Aquila Legionis 15 (2012), 165-202
"
4185,"Josep María Nolla Brufao, ""Ciudades, torres, y castella: La defensa de la Vía Augustia,"" in Las fortificaciones en la tardoantigüedad. Élites y articulación del territorio (sglos V-VIII d. C.), ed. Raúl Catalán, Patricia Fuentes, and José Carlos Sastre (Madrid: La Ergastula, 2014), 43-56

Víctor Lluís Pérez Garcia, ""Late Roman and Visigothic Military Fortifications in Conventus Tarraconensis (Hispania): The Organization of Border Defence,"" Aquila Legionis 15 (2012), 165-202"
4186,"Rosa Sanz Serrano, Ignacio Ruiz Vélez, and Hermann Parzinger, ""Fortificaciones y periferia en Hispania: El entorno de Soto de Bureba durante la tardoantigüedad,"" in Las fortificaciones en la tardoantigüedad. Élites y articulación del territorio (sglos V-VIII d. C.), ed. Raúl Catalán, Patricia Fuentes, and José Carlos Sastre (Madrid: La Ergastula, 2014), 121-142"
4187,"Rosa Sanz Serrano, Ignacio Ruiz Vélez, and Hermann Parzinger, ""Fortificaciones y periferia en Hispania: El entorno de Soto de Bureba durante la tardoantigüedad,"" in Las fortificaciones en la tardoantigüedad. Élites y articulación del territorio (sglos V-VIII d. C.), ed. Raúl Catalán, Patricia Fuentes, and José Carlos Sastre (Madrid: La Ergastula, 2014), 121-142, at 129-130"
